;;;;;;;;;;;;;x
TUR_fascist_3;Milli Firka;;;;;;;;;;;;;x
TUR_fascist_dictatorship;Turkey;;;;;;;;;;;;;x
TUR_fascist_dictatorship;Turkish;;;;;;;;;;;;;x
TUR_hms_government;The Ottoman Empire;;;;;;;;;;;;;
TUR_hms_government_ADJ;Ottoman;;;;;;;;;;;;;
TUR_liberal;Ittihat ve Terakki Firkasi;;;;;;;;;;;;;
TUR_liberal;Ittihat ve Terakki Firkasi;;;;;;;;;;;;;x
TUR_liberal_2;Tanzimat Firkasi;;;;;;;;;;;;;
TUR_liberal_2;Tanzimat Firkasi;;;;;;;;;;;;;x
TUR_liberal_3;Yeni Osmanlilar Cemiyeti;;;;;;;;;;;;;
TUR_liberal_3;Yeni Osmanlilar Cemiyeti;;;;;;;;;;;;;x
TUR_liberal_4;Osmanli Demokrat Firkasi;;;;;;;;;;;;;
TUR_liberal_4;Osmanli Demokrat Firkasi;;;;;;;;;;;;;x
TUR_liberal_5;Halk Firkasi;;;;;;;;;;;;;
TUR_liberal_5;Halk Firkasi;;;;;;;;;;;;;x
TUR_presidential_dictatorship;Turkey;;;;;;;;;;;;;x
TUR_presidential_dictatorship_ADJ;Turkish;;;;;;;;;;;;;x
TUR_proletarian_dictatorship;Near East Popular Union;;;;;;;;;;;;;x
TUR_proletarian_dictatorship;Turkish Socialist Republic;;;;;;;;;;;;;
TUR_proletarian_dictatorship_ADJ;Near Eastern;;;;;;;;;;;;;x
TUR_proletarian_dictatorship_ADJ;Turkish;;;;;;;;;;;;;
TUR_prussian_constitutionalism;The Ottoman Empire;;;;;;;;;;;;;
TUR_prussian_constitutionalism_ADJ;Ottoman;;;;;;;;;;;;;
TUR_reactionary;Nizam-i Alem;;;;;;;;;;;;;
TUR_reactionary;Nizam-i Alem;;;;;;;;;;;;;x
TUR_reactionary_2;Ittihad-i Muhammedi Firkasi;;;;;;;;;;;;;
TUR_reactionary_2;Ittihad-i Muhammedi Firkasi;;;;;;;;;;;;;x
TUR_reactionary_3;Hal‚sk‚r Zabit‚n;;;;;;;;;;;;;
TUR_reactionary_3;Hal‚sk‚r Zabit‚n;;;;;;;;;;;;;x
TUR_reactionary_4;Fedailer Cemiyeti;;;;;;;;;;;;;
TUR_reactionary_4;Fedailer Cemiyeti;;;;;;;;;;;;;x
TUR_socialist;Osmanli Kˆyl¸ ve Amele Firkasi;;;;;;;;;;;;;
TUR_socialist;Osmanli Kˆyl¸ ve Amele Firkasi;;;;;;;;;;;;;x
TUR_socialist_2;Osmanli Ahali Firkasi;;;;;;;;;;;;;
TUR_socialist_2;Osmanli Ahali Firkasi;;;;;;;;;;;;;x
TUR_socialist_3;Sosyalist Firka;;;;;;;;;;;;;
TUR_socialist_3;Sosyalist Firka;;;;;;;;;;;;;x
TUS_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
TUS_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;x
TUS_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;
TUS_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;x
TUS_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;
TUS_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;x
TUS_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;
TUS_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;x
TUS_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
TUS_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;x
TUS_liberal;Riformisti ;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;
TUS_liberal;Riformisti ;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;x
TUS_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;
TUS_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;x
TUS_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;
TUS_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;x
TUS_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;;
TUS_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;; x
ubangian;Ubangi;;;;;;;;;;;;;
UBD_anarcho_liberals;Radical Party;;;;;;;;;;;;;
UBD_communist;Baltic Communist Party;;;;;;;;;;;;;
UBD_conservative;German Landtag;;;;;;;;;;;;;
UBD_conservative_2;Union of Landowners and Farmers;;;;;;;;;;;;;
UBD_fascist;Baltic Fascist Union;;;;;;;;;;;;;
UBD_liberal;Progressive Union;;;;;;;;;;;;;
UBD_liberal_2;The All-Baltic Landtag;;;;;;;;;;;;;
UBD_reactionary;Royalist Faction;;;;;;;;;;;;;
UBD_socialist;Union of Baltic Workers and Socialists;;;;;;;;;;;;;
UBD_socialist_2;Baltic Labour Party;;;;;;;;;;;;;
UCA;Federal Republic of Central America;;;;;;;;;;;;x
UCA;The FRCA;;;;;;;;;;;;;
UCA_absolute_monarchy;Kingdom of Central America;;;;;;;;;;;;x
UCA_absolute_monarchy;United Kingdom of Central America;;;;;;;;;;;;;
UCA_democracy;The Republic of Central America;;;;;;;;;;;;;
UCA_hms_government;Kingdom of Central America;;;;;;;;;;;;x 
UCA_hms_government;United Kingdom of Central America;;;;;;;;;;;;;
UCA_proletarian_dictatorship;Socialist Republics of Central America;;;;;;;;;;;;;
UCA_prussian_constitutionalism;Kingdom of Central America;;;;;;;;;;;;x 
UCA_prussian_constitutionalism;United Kingdom of Central America;;;;;;;;;;;;;
UIL;The New American Alliance;;;;;;;;;;;;;
UIL;The New American Alliance;;;;;;;;;;;;x;;;
UIL_absolute_monarchy;The Kingdom of New America;;;;;;;;;;;;;
UIL_absolute_monarchy;The Kingdom of New America;;;;;;;;;;;;x
UIL_ADJ;New American;;;;;;;;;;;;;
UIL_ADJ;New American;;;;;;;;;;;;x;;;
UIL_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;
UIL_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;x
UIL_communist;Communist Party;;;;;;;;;;;;;x
UIL_communist;Industrial Workers of the World;;;;;;;;;;;;;
UIL_conservative;New Democratic Party;;;;;;;;;;;;;
UIL_conservative;New Democratic Party;;;;;;;;;;;;;x
UIL_fascist;Supremacy Party;;;;;;;;;;;;;
UIL_fascist;Supremacy Party;;;;;;;;;;;;;x
UIL_fascist_dictatorship;New America;;;;;;;;;;;;;
UIL_fascist_dictatorship;New America;;;;;;;;;;;;x
UIL_liberal;New Republican Party;;;;;;;;;;;;;
UIL_liberal;New Republican Party;;;;;;;;;;;;;x
UIL_presidential_dictatorship;New America;;;;;;;;;;;;;
UIL_presidential_dictatorship;New America;;;;;;;;;;;;x
UIL_proletarian_dictatorship;The New American Republic;;;;;;;;;;;;;
UIL_proletarian_dictatorship;The New American Republic;;;;;;;;;;;;x
UIL_prussian_constitutionalism;The Kingdom of New America;;;;;;;;;;;;;
UIL_prussian_constitutionalism;The Kingdom of New America;;;;;;;;;;;;x
UIL_reactionary;New American Party;;;;;;;;;;;;;
UIL_reactionary;New American Party;;;;;;;;;;;;;x
UIL_socialist;Socialist Party;;;;;;;;;;;;;
UIL_socialist;Socialist Party;;;;;;;;;;;;;x
UKR_anarcho_liberal;Ukrainian Radical Party;;;;;;;;;;;;;
UKR_communist;Ukrainian Communist Party;;;;;;;;;;;;;
UKR_conservative;Ukrainian Democratic Agrarian Party;;;;;;;;;;;;;
UKR_fascist;Organization of Ukrainian Nationalists;;;;;;;;;;;;;
UKR_liberal;Ukrainian Democratic Party;;;;;;;;;;;;;
UKR_reactionary;Congress of Landowners;;;;;;;;;;;;;
UKR_socialist;Ukrainian Social Democratic Labour Party;;;;;;;;;;;;;
UMM;Umayyad Caliphate;;;;;;;;;;;;;x
UMM_ADJ;Caliphate;;;;;;;;;;;;;x
UMM_anarcho_liberal;Hizb al-Wataniyyin al-Ahrar;;;;;;;;;;;;;x
UMM_communist;Al-hizb ash-Shuyu'i as-Suri;;;;;;;;;;;;;x
UMM_conservative;Jamíiyat al-Arabiya al-Fatat;;;;;;;;;;;;;x
UMM_fascist;Hizb al-Ba'ath;;;;;;;;;;;;;x
UMM_liberal;Hizb al-Islah al-Suriy;;;;;;;;;;;;;x
UMM_reactionary;Haraka al-Ahd al-Watani;;;;;;;;;;;;;x
UMM_socialist;Haraka al-Ishtirakiyyun al-Arab;;;;;;;;;;;;;x
UNB;The Colorado Republic;;;;;;;;;;;;;
UNB;The Colorado Republic;;;;;;;;;;;;x;;;
UNB_absolute_monarchy;The Kingdom of Colorado;;;;;;;;;;;;;
UNB_absolute_monarchy;The Kingdom of Colorado;;;;;;;;;;;;x
UNB_ADJ;Coloradan;;;;;;;;;;;;;
UNB_ADJ;Coloradan;;;;;;;;;;;;x
UNB_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;
UNB_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;x
UNB_communist;Communist Party;;;;;;;;;;;;;
UNB_communist;Communist Party;;;;;;;;;;;;;x
UNB_conservative;New Democratic Party;;;;;;;;;;;;;
UNB_conservative;New Democratic Party;;;;;;;;;;;;;x
UNB_fascist;Fascist Party;;;;;;;;;;;;;
UNB_fascist;Fascist Party;;;;;;;;;;;;;x
UNB_hms_government;The Colorado Commonwealth;;;;;;;;;;;;;
UNB_hms_government;The Colorado Commonwealth;;;;;;;;;;;;x
UNB_liberal;New Republican Party;;;;;;;;;;;;;
UNB_liberal;New Republican Party;;;;;;;;;;;;;x
UNB_prussian_constitutionalism;The Kingdom of Colorado;;;;;;;;;;;;;
UNB_prussian_constitutionalism;The Kingdom of Colorado;;;;;;;;;;;;x
UNB_reactionary;Colorado Party;;;;;;;;;;;;;
UNB_reactionary;Colorado Party;;;;;;;;;;;;;x
UNB_socialist;Socialist Party;;;;;;;;;;;;;
UNB_socialist;Socialist Party;;;;;;;;;;;;;x
UNM;The Pueblo Republic;;;;;;;;;;;;;
UNM;The Pueblo Republic;;;;;;;;;;;;x;;;
UNM_absolute_monarchy;New Mexico;;;;;;;;;;;;;
UNM_absolute_monarchy;New Mexico;;;;;;;;;;;;x
UNM_absolute_monarchy_ADJ;New Mexican;;;;;;;;;;;;;
UNM_absolute_monarchy_ADJ;New Mexican;;;;;;;;;;;;x
UNM_ADJ;Pueblo;;;;;;;;;;;;;
UNM_ADJ;Pueblo;;;;;;;;;;;;x;;;
UNM_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;
UNM_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;x
UNM_communist;Communist Party;;;;;;;;;;;;;
UNM_communist;Communist Party;;;;;;;;;;;;;x
UNM_conservative;New Democratic Party;;;;;;;;;;;;;
UNM_conservative;New Democratic Party;;;;;;;;;;;;;x
UNM_fascist;Fascist Party;;;;;;;;;;;;;
UNM_fascist;Fascist Party;;;;;;;;;;;;;x
UNM_hms_government;New Mexico;;;;;;;;;;;;;
UNM_hms_government;New Mexico;;;;;;;;;;;;x
UNM_hms_government_ADJ;New Mexican;;;;;;;;;;;;;
UNM_hms_government_ADJ;New Mexican;;;;;;;;;;;;x
UNM_liberal;New Republican Party;;;;;;;;;;;;;
UNM_liberal;New Republican Party;;;;;;;;;;;;;x
UNM_proletarian_dictatorship;The Pueblo People's Republic;;;;;;;;;;;;;
UNM_proletarian_dictatorship;The Pueblo People's Republic;;;;;;;;;;;;x
UNM_prussian_constitutionalism;New Mexico;;;;;;;;;;;;;
UNM_prussian_constitutionalism;New Mexico;;;;;;;;;;;;x
UNM_prussian_constitutionalism_ADJ;New Mexican;;;;;;;;;;;;;
UNM_prussian_constitutionalism_ADJ;New Mexican;;;;;;;;;;;;x
UNM_reactionary;New Pueblo Party;;;;;;;;;;;;;
UNM_reactionary;New Pueblo Party;;;;;;;;;;;;;x
UNM_socialist;Socialist Party;;;;;;;;;;;;;
UNM_socialist;Socialist Party;;;;;;;;;;;;;x
UOR;The Oregon Country;;;;;;;;;;;;;
UOR;The Oregon Country;;;;;;;;;;;;x;;;
UOR_absolute_monarchy;The Kingdom of Oregon;;;;;;;;;;;;;
UOR_absolute_monarchy;The Kingdom of Oregon;;;;;;;;;;;;;x
UOR_ADJ;Oregonian;;;;;;;;;;;;;
UOR_ADJ;Oregonian;;;;;;;;;;;;x;;;
UOR_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;
UOR_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;x
UOR_communist;Communist Party;;;;;;;;;;;;;
UOR_communist;Communist Party;;;;;;;;;;;;;x
UOR_conservative;New Democratic Party;;;;;;;;;;;;;
UOR_conservative;New Democratic Party;;;;;;;;;;;;;x
UOR_fascist;Cascadians;;;;;;;;;;;;;
UOR_fascist;Cascadians;;;;;;;;;;;;;x
UOR_fascist_dictatorship;Cascadia;;;;;;;;;;;;;
UOR_fascist_dictatorship;Cascadia;;;;;;;;;;;;x;;;
UOR_fascist_dictatorship_ADJ;Cascadian;;;;;;;;;;;;;
UOR_fascist_dictatorship_ADJ;Cascadian;;;;;;;;;;;;x;;;
UOR_hms_government;Oregon;;;;;;;;;;;;;
UOR_hms_government;Oregon;;;;;;;;;;;;;x
UOR_liberal;New Republican Party;;;;;;;;;;;;;
UOR_liberal;New Republican Party;;;;;;;;;;;;;x
UOR_proletarian_dictatorship;Oregon People's Republic;;;;;;;;;;;;;
UOR_proletarian_dictatorship;Oregon People's Republic;;;;;;;;;;;;;x
UOR_prussian_constitutionalism;The Kingdom of Oregon;;;;;;;;;;;;;
UOR_prussian_constitutionalism;The Kingdom of Oregon;;;;;;;;;;;;;x
UOR_reactionary;True American Party;;;;;;;;;;;;;
UOR_reactionary;True American Party;;;;;;;;;;;;;x
UOR_socialist;Socialist Party;;;;;;;;;;;;;
UOR_socialist;Socialist Party;;;;;;;;;;;;;x
URA;Ural Republic;;;;;;;;;;;;;
URA;Ural Republic;;;;;;;;;;;;;x
URA_absolute_monarchy;Ural State;;;;;;;;;;;;;
URA_absolute_monarchy;Ural State;;;;;;;;;;;;;x
URA_ADJ;Ural;;;;;;;;;;;;;
URA_ADJ;Ural;;;;;;;;;;;;;x
URA_anarcho_liberal;Radicals;Radicaux;Radikale;;;;;;;;;;;
URA_anarcho_liberal;Radicals;Radicaux;Radikale;;;;;;;;;;;;x;;;;;;;;;;;;;;
URA_communist;Social Democratic;Social-dÈmocrate;Social Democratic;;;;;;;;;;;
URA_communist;Social Democratic;Social-dÈmocrate;Social Democratic;;;;;;;;;;;;x;;;;;;;;;;;;;;
URA_conservative;Slavophile;Slavophile;Slawophile;;;;;;;;;;;
URA_conservative;Slavophile;Slavophile;Slawophile;;;;;;;;;;;;x;;;;;;;;;;;;;;
URA_conservative_2;Octobrists;Octobristes;Octobristen;;;;;;;;;;;
URA_conservative_2;Octobrists;Octobristes;Octobristen;;;;;;;;;;;;x;;;;;;;;;;;;;;
URA_democracy;Ural Free State;;;;;;;;;;;;;
URA_democracy;Ural Free State;;;;;;;;;;;;;x
URA_fascist;Fascists;Fascistes;Faschisten;;;;;;;;;;;
URA_fascist;Fascists;Fascistes;Faschisten;;;;;;;;;;;;x;;;;;;;;;;;;;;
URA_hms_government;Ural State;;;;;;;;;;;;;
URA_hms_government;Ural State;;;;;;;;;;;;;x
URA_liberal;Westerniser;Westerniser;Westler;;;;;;;;;;;
URA_liberal;Westerniser;Westerniser;Westler;;;;;;;;;;;;x;;;;;;;;;;;;;;
URA_proletarian_dictatorship;Ural People's Republic;;;;;;;;;;;;;
URA_proletarian_dictatorship;Ural People's Republic;;;;;;;;;;;;;x
URA_prussian_constitutionalism;Ural State;;;;;;;;;;;;;
URA_prussian_constitutionalism;Ural State;;;;;;;;;;;;;x
URA_reactionary;Panslavic;Panslavic;Panslawisten;;;;;;;;;;;
URA_reactionary;Panslavic;Panslavic;Panslawisten;;;;;;;;;;;;x;;;;;;;;;;;;;;
URA_socialist;Menshevik;Menshevik;Menschewiki;;;;;;;;;;;
URA_socialist;Menshevik;Menshevik;Menschewiki;;;;;;;;;;;;x;;;;;;;;;;;;;;
URU_absolute_monarchy;Cisplatina;;;;;;;;;;;;;x
URU_communist;Partido Comunista;;;;;;;;;;;;;
URU_hms_government;Cisplatina;;;;;;;;;;;;;x
URU_liberal_2;Colorados;;;;;;;;;;;;;
URU_prussian_constitutionalism;Cisplatina;;;;;;;;;;;;;x
URU_socialist;Partido Socialista;;;;;;;;;;;;;
USA;The United States of America;;;;;;;;;;;;;
USA;The United States of America;;;;;;;;;;;;x
USA_absolute_monarchy;Imperial States of America;;;;;;;;;;;;x
USA_absolute_monarchy;The American Empire;;;;;;;;;;;;;
USA_bourgeois_dictatorship;The United States of America;;;;;;;;;;;;;
USA_bourgeois_dictatorship;The United States of America;;;;;;;;;;;;x
USA_communist;Communist Party USA;;;;;;;;;;;;;
USA_conservative_2;Democrats;;;;;;;;;;;;;
USA_conservative_4;Democratic Party;;;;;;;;;;;;;
USA_democracy;The United States of America;;;;;;;;;;;;x
USA_fascist;Silver Legion of America;;;;;;;;;;;;;
USA_fascist_dictatorship;The United States of America;;;;;;;;;;;;x
USA_hms_government;Imperial States of America;;;;;;;;;;;;x
USA_hms_government;The Kingdom of America;;;;;;;;;;;;;
USA_liberal;Republicans;;;;;;;;;;;;;
USA_liberal_4;Republican Party;;;;;;;;;;;;;
USA_presidential_dictatorship;The United States of America;;;;;;;;;;;;x
USA_proletarian_dictatorship;The People's Republic of America;;;;;;;;;;;;x
USA_proletarian_dictatorship;The United Socialist States;;;;;;;;;;;;;
USA_prussian_constitutionalism;Imperial States of America;;;;;;;;;;;;x
USA_prussian_constitutionalism;The American Empire;;;;;;;;;;;;;
USA_socialist;Workingmen's Party;;;;;;;;;;;;;
UTI_ADJ;Territories Exchange;;;;;;;;;;;;;
UYG;Uyghurstan;;;;;;;;;;;;;
UYG;Uyghurstan;;;;;;;;;;;;;x
UYG_absolute_monarchy;Kashgaria;;;;;;;;;;;;;
UYG_absolute_monarchy;Kashgaria;;;;;;;;;;;;;x
UYG_absolute_monarchy_ADJ;Kashgar;;;;;;;;;;;;;x
UYG_absolute_monarchy_ADJ;Kashgarian;;;;;;;;;;;;;
UYG_ADJ;Uyghur;;;;;;;;;;;;;
UYG_ADJ;Uyghur;;;;;;;;;;;;;x
UYG_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
UYG_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UYG_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
UYG_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UYG_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
UYG_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UYG_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
UYG_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UYG_hms_government;Kashgaria;;;;;;;;;;;;;
UYG_hms_government;Kashgaria;;;;;;;;;;;;;x
UYG_hms_government_ADJ;Kashgar;;;;;;;;;;;;;x
UYG_hms_government_ADJ;Kashgarian;;;;;;;;;;;;;
UYG_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
UYG_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UYG_prussian_constitutionalism;Kashgaria;;;;;;;;;;;;;
UYG_prussian_constitutionalism;Kashgaria;;;;;;;;;;;;;x
UYG_prussian_constitutionalism_ADJ;Kashgar;;;;;;;;;;;;;x
UYG_prussian_constitutionalism_ADJ;Kashgarian;;;;;;;;;;;;;
UYG_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
UYG_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UYG_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
UYG_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UZB;Uzbekistan;;;;;;;;;;;;;
UZB;Uzbekistan;;;;;;;;;;;;;x
UZB_ADJ;Uzbek;;;;;;;;;;;;;
UZB_ADJ;Uzbek;;;;;;;;;;;;;x
UZB_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
UZB_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UZB_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
UZB_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UZB_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
UZB_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UZB_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
UZB_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UZB_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
UZB_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UZB_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
UZB_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
UZB_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
UZB_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
VEN_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
VEN_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;x
VEN_communist;Rivoluzionari;Rivoluzionari;Rivoluzionari;;Rivoluzio nari;;;;;;;;;
VEN_communist;Rivoluzionari;Rivoluzionari;Rivoluzionari;;Rivoluzio nari;;;;;;;;;x
VEN_conservative;Transigenti;Transigenti;Transigen ti;;Transigenti;;;;;;;;;
VEN_conservative;Transigenti;Transigenti;Transigen ti;;Transigenti;;;;;;;;;x
VEN_democracy;Republic of San Marco;;;;;;;;;;;;;
VEN_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
VEN_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;x
VEN_liberal;Intransigenti;Intransigenti;Intransige nti;;Intransigenti;;;;;;;;;
VEN_liberal;Intransigenti;Intransigenti;Intransige nti;;Intransigenti;;;;;;;;;x
VEN_reactionary;Monarchici;Monarchici;Monarchici;;Monarchici;;;;;;;;;
VEN_reactionary;Monarchici;Monarchici;Monarchici;;Monarchici;;;;;;;;;x
VEN_reactionary_2;Cattolici;Cattolici;Cattolici;;C attolici;;;;;;;;;
VEN_reactionary_2;Cattolici;Cattolici;Cattolici;;C attolici;;;;;;;;;x
VEN_socialist;Socialisti;Socialisti;Socialisti;;So cialisti;;;;;;;;;
VEN_socialist;Socialisti;Socialisti;Socialisti;;So cialisti;;;;;;;;;x
VIC;Victoria;Victoria;Victoria;;;;;;;;;;;
VIC;Victoria;Victoria;Victoria;;;;;;;;;;;x
VIC_ADJ;Victorian;Victorian;Victorian;;;;;;;;;;;
VIC_ADJ;Victorian;Victorian;Victorian;;;;;;;;;;;x
VIC_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
VIC_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x
VIC_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
VIC_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;x
VIC_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
VIC_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;x
VIC_conservative_1;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
VIC_conservative_1;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;x
VIC_conservative_2;National Party;National Party;National Party;;;;;;;;;;;
VIC_conservative_2;National Party;National Party;National Party;;;;;;;;;;;x
VIC_conservative_3;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
VIC_conservative_3;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;x
VIC_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
VIC_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x
VIC_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
VIC_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;x
VIC_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
VIC_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x
VIC_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
VIC_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;x
VIC_reactionary_2;Victorian Farmers Union;Victorian Farmers Union;Victorian Farmers Union;;;;;;;;;;;
VIC_reactionary_2;Victorian Farmers Union;Victorian Farmers Union;Victorian Farmers Union;;;;;;;;;;;x
VIC_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;
VIC_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;x
VIC_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
VIC_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;x
VIC_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
VIC_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;x
VTU;Vanuatu;;;;;;;;;;;;;
VTU_ADJ;Ni-Vanuatu;;;;;;;;;;;;;
WAD;Wadai;OuaddaÔ;Wadai;;Ouaddai;;;;;;;;;
WAD;Wadai;OuaddaÔ;Wadai;;Ouaddai;;;;;;;;;;x;;;;;;;;;;;;;;
WAD_ADJ;Wadai;Wadai;Wadai;;;;;;;;;;;
WAD_ADJ;Wadai;Wadai;Wadai;;;;;;;;;;;;x;;;;;;;;;;;;;;
WAD_anarcho_liberal;Freedom Faction;Faction de libertÈ;Freiheits Fraktion;;;;;;;;;;;
WAD_anarcho_liberal;Freedom Faction;Faction de libertÈ;Freiheits Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
WAD_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
WAD_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
WAD_conservative;Kolak's Faction;Faction Kolak;Kolak Fraktion;;;;;;;;;;;
WAD_conservative;Kolak's Faction;Faction Kolak;Kolak Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
WAD_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
